Iteration, BestFitness
0, 4.93925e+11
1, 3.66124e+11
2, 3.5061e+11
3, 3.4936e+11
4, 3.4936e+11
5, 3.35069e+11
6, 3.33138e+11
7, 3.29657e+11
8, 3.18944e+11
9, 3.18944e+11
10, 3.18944e+11
11, 3.18944e+11
12, 3.02391e+11
13, 2.70094e+11
14, 2.57822e+11
15, 2.57822e+11
16, 2.57822e+11
17, 2.57822e+11
18, 2.57822e+11
19, 2.49173e+11
20, 2.49173e+11
21, 2.49173e+11
22, 2.49173e+11
23, 2.45507e+11
24, 2.18288e+11
25, 2.16587e+11
26, 2.01475e+11
27, 2.01475e+11
28, 1.93464e+11
29, 1.85537e+11
30, 1.85537e+11
31, 1.83122e+11
32, 1.83122e+11
33, 1.83005e+11
34, 1.7776e+11
35, 1.7776e+11
36, 1.7776e+11
37, 1.64151e+11
38, 1.64151e+11
39, 1.60549e+11
40, 1.60549e+11
41, 1.60549e+11
42, 1.60549e+11
43, 1.49943e+11
44, 1.49943e+11
45, 1.49943e+11
46, 1.49943e+11
47, 1.49943e+11
48, 1.34797e+11
49, 1.26557e+11
50, 1.26557e+11
51, 1.26025e+11
52, 1.25914e+11
53, 1.25914e+11
54, 1.25914e+11
55, 1.25914e+11
56, 1.19264e+11
57, 1.19264e+11
58, 1.19264e+11
59, 1.19264e+11
60, 1.19264e+11
61, 1.19264e+11
62, 1.19264e+11
63, 1.19264e+11
64, 1.19264e+11
65, 1.19264e+11
66, 1.19264e+11
67, 1.19264e+11
68, 1.08846e+11
69, 1.05761e+11
70, 1.05761e+11
71, 1.04781e+11
72, 1.04781e+11
73, 1.04781e+11
74, 1.04781e+11
75, 1.04781e+11
76, 1.04781e+11
77, 1.04781e+11
78, 1.04781e+11
79, 1.0069e+11
80, 1.0069e+11
81, 1.0069e+11
82, 1.0069e+11
83, 1.0069e+11
84, 1.0069e+11
85, 1.0069e+11
86, 1.0069e+11
87, 1.0069e+11
88, 1.0069e+11
89, 1.0069e+11
90, 1.0069e+11
91, 1.0069e+11
92, 9.84193e+10
93, 9.71831e+10
94, 9.71831e+10
95, 9.71831e+10
96, 9.50763e+10
97, 9.50763e+10
98, 9.3598e+10
99, 9.3598e+10
100, 9.3598e+10
101, 9.3598e+10
102, 9.3598e+10
103, 9.3598e+10
104, 9.20552e+10
105, 9.20552e+10
106, 9.20552e+10
107, 9.20552e+10
108, 9.20552e+10
109, 9.20552e+10
110, 9.0467e+10
111, 9.0467e+10
112, 9.0467e+10
113, 9.0467e+10
114, 9.0467e+10
115, 9.0467e+10
116, 9.0467e+10
117, 9.0467e+10
118, 9.0467e+10
119, 9.0467e+10
120, 9.0467e+10
121, 9.0467e+10
122, 9.0467e+10
123, 8.87641e+10
124, 8.40454e+10
125, 8.15792e+10
126, 8.15792e+10
