Iteration, BestFitness
0, 8.52827e+12
1, 8.52827e+12
2, 8.52827e+12
3, 8.52827e+12
4, 8.49409e+12
5, 8.49409e+12
6, 7.95527e+12
7, 7.79042e+12
8, 7.64736e+12
9, 7.64736e+12
10, 7.31999e+12
11, 7.21211e+12
12, 6.95805e+12
13, 6.66096e+12
14, 6.47918e+12
15, 6.47918e+12
16, 6.47918e+12
17, 6.3651e+12
18, 6.3651e+12
19, 5.58519e+12
20, 5.58519e+12
21, 5.58519e+12
22, 5.58519e+12
23, 5.58519e+12
24, 5.58519e+12
25, 5.58519e+12
26, 5.58519e+12
27, 5.58519e+12
28, 4.75208e+12
29, 4.67861e+12
30, 4.67861e+12
31, 4.67861e+12
32, 4.67861e+12
33, 4.67861e+12
34, 4.67861e+12
35, 4.62311e+12
36, 4.58026e+12
37, 4.40957e+12
38, 4.34896e+12
39, 4.34896e+12
40, 4.34896e+12
41, 4.34896e+12
42, 4.22566e+12
43, 4.10934e+12
44, 4.10934e+12
45, 4.10934e+12
46, 4.10934e+12
47, 4.10934e+12
48, 4.10934e+12
49, 4.0096e+12
50, 3.77591e+12
51, 3.77591e+12
52, 3.77591e+12
53, 3.77591e+12
54, 3.77591e+12
55, 3.77591e+12
56, 3.59203e+12
57, 3.59203e+12
58, 3.59203e+12
59, 3.59203e+12
60, 3.59203e+12
61, 3.59203e+12
62, 3.54683e+12
63, 3.45785e+12
64, 3.45785e+12
65, 3.44586e+12
66, 3.44586e+12
67, 3.05805e+12
68, 3.05805e+12
69, 2.91508e+12
70, 2.67995e+12
71, 2.63044e+12
72, 2.63044e+12
73, 2.63044e+12
74, 2.62008e+12
75, 2.62008e+12
76, 2.62008e+12
77, 2.62008e+12
78, 2.62008e+12
79, 2.62008e+12
80, 2.62008e+12
81, 2.62008e+12
82, 2.62008e+12
83, 2.62008e+12
84, 2.62008e+12
85, 2.62008e+12
86, 2.62008e+12
87, 2.62008e+12
88, 2.62008e+12
89, 2.62008e+12
90, 2.6096e+12
91, 2.46492e+12
92, 2.46492e+12
93, 2.46492e+12
94, 2.46492e+12
95, 2.46492e+12
96, 2.46492e+12
97, 2.46492e+12
98, 2.22346e+12
99, 2.19523e+12
100, 2.19295e+12
101, 2.19295e+12
102, 2.19295e+12
103, 2.09814e+12
104, 1.91562e+12
105, 1.91562e+12
106, 1.91562e+12
107, 1.91562e+12
108, 1.91562e+12
109, 1.91562e+12
110, 1.91562e+12
111, 1.91562e+12
112, 1.91562e+12
113, 1.91562e+12
114, 1.90322e+12
115, 1.90322e+12
116, 1.89023e+12
117, 1.89023e+12
118, 1.89023e+12
119, 1.89023e+12
120, 1.89023e+12
121, 1.89023e+12
122, 1.89023e+12
123, 1.89023e+12
124, 1.89023e+12
125, 1.89023e+12
126, 1.7543e+12
127, 1.7543e+12
128, 1.7543e+12
129, 1.7543e+12
130, 1.65507e+12
131, 1.60614e+12
132, 1.57067e+12
133, 1.57067e+12
134, 1.57067e+12
135, 1.57067e+12
136, 1.56912e+12
137, 1.56912e+12
138, 1.56912e+12
139, 1.43719e+12
140, 1.43719e+12
141, 1.43719e+12
142, 1.43719e+12
143, 1.43719e+12
144, 1.43719e+12
145, 1.43719e+12
146, 1.41599e+12
147, 1.38403e+12
148, 1.36689e+12
149, 1.33025e+12
150, 1.33025e+12
151, 1.33025e+12
152, 1.33025e+12
153, 1.33025e+12
154, 1.33025e+12
155, 1.33025e+12
156, 1.33025e+12
157, 1.28047e+12
158, 1.27114e+12
159, 1.27114e+12
160, 1.27114e+12
161, 1.25892e+12
162, 1.23739e+12
163, 1.20976e+12
164, 1.16492e+12
165, 1.16492e+12
166, 1.15236e+12
167, 1.09634e+12
168, 1.04702e+12
169, 1.04691e+12
170, 1.04691e+12
171, 1.04691e+12
172, 1.04691e+12
173, 1.04691e+12
174, 1.04691e+12
175, 1.04691e+12
176, 1.04691e+12
177, 1.04691e+12
178, 1.04691e+12
179, 1.04691e+12
180, 1.04691e+12
181, 1.04691e+12
182, 1.04691e+12
183, 1.04691e+12
184, 1.04691e+12
185, 1.04691e+12
186, 1.04691e+12
187, 1.04691e+12
188, 1.04691e+12
189, 1.04691e+12
190, 1.04691e+12
191, 1.04691e+12
192, 1.04691e+12
193, 1.04691e+12
194, 1.04691e+12
195, 1.04691e+12
196, 1.04691e+12
197, 1.04691e+12
198, 1.04691e+12
199, 1.04691e+12
200, 1.04691e+12
201, 1.04691e+12
202, 1.04691e+12
203, 1.04691e+12
204, 1.04691e+12
205, 1.04691e+12
206, 1.04691e+12
207, 1.04691e+12
208, 1.04691e+12
209, 1.04691e+12
210, 1.04691e+12
211, 1.04691e+12
212, 1.04691e+12
213, 1.00154e+12
214, 9.95083e+11
215, 9.95083e+11
216, 9.95083e+11
217, 9.95083e+11
218, 9.95083e+11
219, 9.95083e+11
220, 9.95083e+11
221, 9.95083e+11
222, 9.63556e+11
223, 9.30058e+11
224, 9.30058e+11
225, 9.30058e+11
226, 9.30058e+11
227, 9.30058e+11
228, 9.30058e+11
229, 9.30058e+11
230, 9.30058e+11
231, 8.95372e+11
232, 8.92266e+11
233, 8.24335e+11
234, 8.11973e+11
235, 7.8002e+11
236, 7.45968e+11
237, 7.45968e+11
238, 7.45968e+11
