# Algorithm: LLSO
# Version: baseline
iter        eval   f_penalty      f_pure     penalty improvement      reward    conflict      weight
0	6623	1.52E+10	4.87E+08	1.47E+10	-5.17E-01	-2.34E+01	1.71E+02	2.96E+07
1	12946	2.04E+08	4.28E+06	2.00E+08	9.87E-01	-1.91E+01	1.87E+02	3.99E+05
2	19269	1.61E+07	7.40E+05	1.54E+07	9.21E-01	-1.66E+01	0.00E+00	3.15E+04
3	25592	8.56E+06	3.77E+05	8.19E+06	4.68E-01	-1.60E+01	1.25E+00	1.67E+04
4	31915	4.28E+06	1.92E+05	4.09E+06	5.01E-01	-1.53E+01	5.34E-01	8.35E+03
5	38238	3.30E+06	1.44E+05	3.15E+06	2.29E-01	-1.50E+01	9.31E-01	6.44E+03
6	44561	2.90E+06	1.18E+05	2.78E+06	1.21E-01	-1.49E+01	6.57E-01	5.66E+03
7	50884	2.43E+06	9.91E+04	2.33E+06	1.62E-01	-1.47E+01	1.81E+00	4.74E+03
8	57207	2.23E+06	8.74E+04	2.15E+06	7.99E-02	-1.46E+01	9.34E-01	4.36E+03
9	63530	2.02E+06	7.97E+04	1.94E+06	9.42E-02	-1.45E+01	0.00E+00	3.95E+03
10	69853	1.85E+06	7.37E+04	1.78E+06	8.46E-02	-1.44E+01	6.33E-01	3.62E+03
11	76176	1.75E+06	6.96E+04	1.68E+06	5.34E-02	-1.44E+01	2.31E-01	3.42E+03
12	82499	1.62E+06	6.59E+04	1.55E+06	7.76E-02	-1.43E+01	0.00E+00	3.16E+03
13	88822	1.53E+06	6.32E+04	1.47E+06	5.16E-02	-1.42E+01	1.65E-01	3.00E+03
14	95145	1.48E+06	6.13E+04	1.42E+06	3.73E-02	-1.42E+01	1.98E-01	2.88E+03
15	101468	1.43E+06	5.96E+04	1.37E+06	2.89E-02	-1.42E+01	7.20E-02	2.80E+03
16	107791	1.40E+06	5.83E+04	1.34E+06	2.58E-02	-1.41E+01	3.01E-02	2.73E+03
17	114114	1.37E+06	5.72E+04	1.31E+06	1.83E-02	-1.41E+01	2.95E-03	2.68E+03
18	120437	1.35E+06	5.62E+04	1.29E+06	1.87E-02	-1.41E+01	2.26E-02	2.63E+03
19	126760	1.32E+06	5.53E+04	1.27E+06	1.76E-02	-1.41E+01	1.25E-01	2.58E+03
20	133083	1.30E+06	5.43E+04	1.24E+06	1.84E-02	-1.41E+01	5.18E-01	2.53E+03
21	139406	1.27E+06	5.36E+04	1.22E+06	1.74E-02	-1.41E+01	9.59E-01	2.49E+03
22	145729	1.26E+06	5.30E+04	1.20E+06	1.44E-02	-1.40E+01	1.70E+00	2.45E+03
# Completed [MACPO_LLSO]: iterations=23, evals=150552, final fitness=1.256474e+06, total time=9s
