# Algorithm: LLSO
# Version: baseline
iter        eval   f_penalty      f_pure     penalty improvement      reward    conflict      weight
0	6623	3.95E+10	2.14E+10	1.80E+10	-2.95E+00	-2.44E+01	1.26E+02	7.71E+07
1	12946	8.28E+08	7.64E+08	6.40E+07	9.79E-01	-2.05E+01	3.53E+01	1.62E+06
2	19269	4.07E+08	4.81E+08	-7.39E+07	5.08E-01	-1.98E+01	4.00E+00	7.95E+05
3	25592	2.98E+08	3.68E+08	-7.03E+07	2.68E-01	-1.95E+01	1.02E+00	5.82E+05
4	31915	1.04E+08	1.56E+08	-5.20E+07	6.52E-01	-1.85E+01	9.30E-01	2.02E+05
5	38238	5.13E+07	7.11E+07	-1.97E+07	5.04E-01	-1.78E+01	1.60E+00	1.00E+05
6	44561	3.84E+07	5.18E+07	-1.34E+07	2.52E-01	-1.75E+01	5.79E-02	7.50E+04
7	50884	3.21E+07	4.16E+07	-9.54E+06	1.64E-01	-1.73E+01	1.77E+00	6.27E+04
8	57207	2.22E+07	2.86E+07	-6.42E+06	3.09E-01	-1.69E+01	2.85E-01	4.33E+04
9	63530	8.32E+06	9.97E+06	-1.65E+06	6.25E-01	-1.59E+01	1.36E-01	1.63E+04
10	69853	4.03E+06	5.59E+06	-1.56E+06	5.15E-01	-1.52E+01	1.54E+00	7.88E+03
11	76176	2.90E+06	2.68E+06	2.15E+05	2.81E-01	-1.49E+01	1.00E+00	5.66E+03
12	82499	2.57E+06	1.88E+06	6.99E+05	1.12E-01	-1.48E+01	1.23E+00	5.03E+03
13	88822	2.43E+06	1.10E+06	1.33E+06	5.66E-02	-1.47E+01	2.76E-02	4.74E+03
14	95145	2.32E+06	7.84E+05	1.54E+06	4.41E-02	-1.47E+01	2.26E-01	4.53E+03
15	101468	2.26E+06	5.85E+05	1.67E+06	2.84E-02	-1.46E+01	6.69E-02	4.41E+03
16	107791	2.20E+06	4.94E+05	1.70E+06	2.55E-02	-1.46E+01	3.42E-03	4.29E+03
17	114114	2.16E+06	4.48E+05	1.72E+06	1.60E-02	-1.46E+01	1.15E-02	4.22E+03
18	120437	2.12E+06	4.13E+05	1.70E+06	2.08E-02	-1.46E+01	2.95E-03	4.14E+03
19	126760	2.09E+06	3.83E+05	1.71E+06	1.26E-02	-1.46E+01	1.64E-04	4.08E+03
20	133083	2.07E+06	3.57E+05	1.71E+06	1.23E-02	-1.45E+01	7.98E-05	4.03E+03
21	139406	2.03E+06	3.40E+05	1.69E+06	1.75E-02	-1.45E+01	1.51E-04	3.96E+03
22	145729	2.01E+06	3.29E+05	1.68E+06	1.11E-02	-1.45E+01	3.82E-03	3.92E+03
# Completed [MACPO_LLSO]: iterations=23, evals=150552, final fitness=2.006982e+06, total time=8s
